web-scraper-order,web-scraper-start-url,selector_lapin_pigeon,selector_lapin_pigeon-href,nom,prix,adresse,image
"1737927500-391","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple pigeons cravate","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-pigeons-cravate-3468974","Couple pigeons cravate","25 000 CFA","Dakar, Sénégal",""
"1737927511-392","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule cou nue","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-cou-nue-3473109","Poule cou nue","16 000 CFA","Guediawaye, Dakar, Sénégal",""
"1737927521-393","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Jeune mâle Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/jeune-male-brahma-3494983","Jeune mâle Brahma","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1737927530-394","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple de poule Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-de-poule-brahma-3502325","Couple de poule Brahma","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1737927543-395","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon Crimpan","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-crimpan-3505148","Pigeon Crimpan","75 000 CFA","Diamalaye 1, Dakar, Sénégal",""
"1737927551-396","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule Bleue Hollandaise","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-bleue-hollandaise-3513806","Poule Bleue Hollandaise","15 000 CFA","Mbao, Dakar, Sénégal",""
"1737927561-397","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-3520760","Lapins","40 000 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1737927577-398","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3521128","Pigeons","Prix sur demande","Guediawaye, Dakar, Sénégal",""
"1737927587-399","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins Angoura","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-angoura-3521996","Lapins Angoura","15 000 CFA","HLM, Dakar, Sénégal",""
"1737927596-400","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Femelle manteau Opale","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelle-manteau-opale-3526942","Femelle manteau Opale","60 000 CFA","Thies, Sénégal",""
"1737927608-401","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-3527552","Poule","Prix sur demande","Dakar, Sénégal",""
"1737927619-402","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poulet","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-3529776","Poulet","25 003 000 CFA","Grand Dakar, Dakar, Sénégal",""
"1737927629-403","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Cochin blanc","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-blanc-3530692","Coq Cochin blanc","Prix sur demande","Keur Massar, Sénégal",""
"1737927640-404","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Cochin coucou","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-coucou-3530700","Coq Cochin coucou","Prix sur demande","Keur Massar, Sénégal",""
"1737927651-405","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple Lapins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lapins-3536316","Couple Lapins","35 000 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1737927660-406","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins nains","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-nains-3537679","Lapins nains","35 000 CFA","Thies, Sénégal",""
"1737927673-407","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussins Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahma-3543634","Poussins Brahma","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1737927684-408","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Femelle opal rosa","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelle-opal-rosa-3544071","Femelle opal rosa","35 000 CFA","Thies, Sénégal",""
"1737927693-409","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lot de 3 pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lot-de-3-pigeons-3544488","Lot de 3 pigeons","25 000 CFA","Sipres, Dakar, Sénégal",""
"1737927702-410","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3544759","Pigeons","45 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1737927709-411","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Brahman","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahman-3546219","Coq Brahman","50 000 CFA","Rufisque, Sénégal",""
"1737927717-412","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussin brahman","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahman-3546230","Poussin brahman","10 000 CFA","Rufisque, Sénégal",""
"1737927724-413","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule pondeuse","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-pondeuse-3546233","Poule pondeuse","45 000 CFA","Rufisque, Sénégal",""
"1737927735-414","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-3548688","Coq","30 000 CFA","Dakar, Sénégal",""
"1737927746-415","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Oeuf poulet Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/oeuf-poulet-brahma-3556035","Oeuf poulet Brahma","2 500 CFA","Rufisque, Sénégal",""
"1737927759-416","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple de poule Brahman","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-de-poule-brahman-3556200","Couple de poule Brahman","50 000 CFA","Saint Louis, Sénégal",""
"1737927771-417","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule  Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-3569532","Poule  Brahma","25 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1737927781-418","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poulets","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3575471","Poulets","Prix sur demande","Dakar, Sénégal",""
"1737927793-419","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple Cochin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-cochin-3577024","Couple Cochin","90 000 CFA","Dakar, Sénégal",""
"1737927805-420","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poule Cochin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-cochin-3589888","Poule Cochin","90 000 CFA","Dakar, Sénégal",""
"1737927819-421","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Coq Cochin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-3589893","Coq Cochin","80 000 CFA","Dakar, Sénégal",""
"1737927833-422","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins nains","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-nains-3594110","Lapins nains","30 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1737927862-423","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Couple poussins brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-poussins-brahma-3595177","Couple poussins brahma","20 000 CFA","Mbour, Sénégal",""
"1737927873-424","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Trio poussins Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/trio-poussins-brahma-3599688","Trio poussins Brahma","20 000 CFA","Rufisque, Sénégal",""
"1737927887-425","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon femelle texan","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-femelle-texan-3606040","Pigeon femelle texan","25 000 CFA","Dakar, Sénégal",""
"1737927900-426","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3610036","Pigeons","Prix sur demande","Bambey, Sénégal",""
"1737927910-427","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Oiseaux","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/oiseaux-3620766","Oiseaux","80 000 CFA","Yoff, Dakar, Sénégal",""
"1737927918-428","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Lapins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-3624677","Lapins","15 000 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1737927926-429","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Poussins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-3658331","Poussins","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1737927933-430","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=5","Pigeon voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-3659922","Pigeon voyageur","Prix sur demande","Mbour, Sénégal",""
"1737927958-431","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3659931","Pigeon","Prix sur demande","Mbour, Sénégal",""
"1737927964-432","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3659941","Pigeons","Prix sur demande","Mbour, Sénégal",""
"1737927972-433","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poule","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-3663076","Poule","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1737927976-434","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Eclosion - 16000 poussins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/eclosion-16000-poussins-3664153","Eclosion - 16000 poussins","Prix sur demande","Dakar, Sénégal",""
"1737927982-435","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapereaux","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3665205","Lapereaux","30 000 CFA","Mbao, Dakar, Sénégal",""
"1737927989-436","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3669432","Pigeons","Prix sur demande","Rufisque, Sénégal",""
"1737927994-437","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon dragon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-dragon-3671452","Pigeon dragon","20 000 CFA","Mariste, Dakar, Sénégal",""
"1737928003-438","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Cochin femelle frisé","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-femelle-frise-3671735","Cochin femelle frisé","40 000 CFA","Mboro, Sénégal",""
"1737928009-439","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq Brahma Perdrix","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahma-perdrix-3671744","Coq Brahma Perdrix","35 000 CFA","Mboro, Sénégal",""
"1737928015-440","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3675341","Pigeons","50 000 CFA","Cambérène, Dakar, Sénégal",""
"1737928022-441","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple poules Bantam","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-poules-bantam-3678837","Couple poules Bantam","80 000 CFA","Guediawaye, Dakar, Sénégal",""
"1737928028-442","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-3679061","Poussin","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1737928037-443","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poule couple brahman","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-couple-brahman-3680687","Poule couple brahman","50 000 CFA","Saint Louis, Sénégal",""
"1737928046-444","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin couple","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-couple-3680760","Lapin couple","65 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1737928054-445","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3689928","Pigeons","Prix sur demande","Cambérène, Dakar, Sénégal",""
"1737928060-446","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3694574","Pigeons","Prix sur demande","Niaga, Sénégal",""
"1737928069-447","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poule Brahmâ","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-3701283","Poule Brahmâ","20 000 CFA","Rufisque, Sénégal",""
"1737928075-448","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahma-3701284","Coq Brahma","50 000 CFA","Rufisque, Sénégal",""
"1737928082-449","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poule","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-3707531","Poule","Prix sur demande","Parcelle Assainies, Dakar, Sénégal",""
"1737928089-450","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins 1 jour","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-1-jour-3712620","Poussins 1 jour","25 000 CFA","Keur Massar, Sénégal",""
"1737928098-451","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-3713086","Poussins","27 500 CFA","Rufisque, Sénégal",""
"1737928103-452","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-3717493","Poussins","Prix sur demande","Diamniadio, Sénégal",""
"1737928109-453","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3719067","Poulet de chair","2 500 CFA","Niaga, Sénégal",""
"1737928116-454","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq Brahmane","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahmane-3725108","Coq Brahmane","45 000 CFA","Louga, Sénégal",""
"1737928124-455","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons voyageurs","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-3726420","Pigeons voyageurs","Prix sur demande","Rufisque, Sénégal",""
"1737928130-456","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins Cochins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-cochins-3738020","Poussins Cochins","Prix sur demande","Rufisque, Sénégal",""
"1737928136-457","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-chair-3756839","Poussins chair","28 000 CFA","Yoff, Dakar, Sénégal",""
"1737928144-458","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapins nain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-nain-3756850","Lapins nain","30 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1737928152-459","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-3762877","Lapin","20 000 CFA","Keur Massar, Sénégal",""
"1737928157-460","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-3778360","Lapins","15 000 CFA","Diamniadio, Sénégal",""
"1737928169-461","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Couple lapin nain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lapin-nain-3779800","Couple lapin nain","60 000 CFA","Dakar, Sénégal",""
"1737928176-462","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets Hollande","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-hollande-3788366","Poulets Hollande","6 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1737928183-463","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets frais","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-frais-3749412","Poulets frais","3 500 CFA","HLM, Dakar, Sénégal",""
"1737928189-464","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet d'ornement","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-dornement-3795149","Poulet d'ornement","Prix sur demande","Rufisque, Sénégal",""
"1737928195-465","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin nain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-3795801","Lapin nain","60 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1737928200-466","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poules","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3799302","Poules","2 800 CFA","Dakar, Sénégal",""
"1737928207-467","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Femelles Manteau Opal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelles-manteau-opal-3802372","Femelles Manteau Opal","35 000 CFA","Cambérène, Dakar, Sénégal",""
"1737928213-468","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poule Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-3803358","Poule Brahma","110 000 CFA","Dakar, Sénégal",""
"1737928219-469","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poule Brahman","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahman-3803369","Poule Brahman","60 000 CFA","Dakar, Sénégal",""
"1737928226-470","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Femelle herminé pur sang","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelle-hermine-pur-sang-3807013","Femelle herminé pur sang","45 000 CFA","Dakar, Sénégal",""
"1737928232-471","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3809817","Poulets","3 500 CFA","Dakar, Sénégal",""
"1737928236-472","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3812639","Poulet de chair","3 000 CFA","HLM, Dakar, Sénégal",""
"1737928243-473","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-3813508","Lapins","25 000 CFA","Dakar, Sénégal",""
"1737928248-474","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon Opal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-opal-3817370","Pigeon Opal","Prix sur demande","Saly, Sénégal",""
"1737928253-475","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3818707","Poulets","Prix sur demande","Niaga, Sénégal",""
"1737928261-476","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons espagnols","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-espagnols-3818867","Pigeons espagnols","10 000 CFA","Dakar, Sénégal",""
"1737928266-477","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons portugais espagnols","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-portugais-espagnols-3818868","Pigeons portugais espagnols","20 000 CFA","Dakar, Sénégal",""
"1737928276-478","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3820323","Poulet de chair","3 000 CFA","Mariste, Dakar, Sénégal",""
"1737928280-479","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulets","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3820532","Poulets","Prix sur demande","Niaga, Sénégal",""
"1737928286-480","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons voyageurs","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-3829942","Pigeons voyageurs","2 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1737928294-481","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Diamant Mandarin Huppé","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/diamant-mandarin-huppe-3841798","Diamant Mandarin Huppé","Prix sur demande","Point E, Dakar, Sénégal",""
"1737928299-482","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-3856160","Pigeon voyageur","7 000 CFA","Grand Yoff, Dakar, Sénégal",""
"1737928306-483","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3856165","Pigeon","3 000 CFA","Grand Yoff, Dakar, Sénégal",""
"1737928311-484","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussin pintade","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-pintade-3859176","Poussin pintade","1 500 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1737928319-485","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Brahmans Herminé et Cochins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahmans-hermine-et-cochins-3868279","Brahmans Herminé et Cochins","Prix sur demande","Keur Massar, Sénégal",""
"1737928326-486","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poulet chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-chair-3869035","Poulet chair","4 000 CFA","Guediawaye, Dakar, Sénégal",""
"1737928333-487","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins Bleues Hollandaises","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-bleues-hollandaises-3879015","Poussins Bleues Hollandaises","1 500 CFA","Mbao, Dakar, Sénégal",""
"1737928341-488","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Bleues d’Hollandes","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/bleues-dhollandes-3879030","Bleues d’Hollandes","15 000 CFA","Mbao, Dakar, Sénégal",""
"1737928346-489","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins de caille","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-de-caille-3882380","Poussins de caille","500 CFA","Keur Massar, Sénégal",""
"1737928352-490","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3911548","Pigeon","10 000 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1737928359-491","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin mâle engoura","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-male-engoura-3911550","Lapin mâle engoura","20 000 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1737928364-492","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3916214","Pigeons","Prix sur demande","Dakar, Sénégal",""
"1737928372-493","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin male Fauve","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-male-fauve-3934536","Lapin male Fauve","65 000 CFA","Mbour, Sénégal",""
"1737928378-494","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-3937288","Lapin","25 000 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1737928384-495","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Paire Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-brahma-3941235","Paire Brahma","80 000 CFA","Dakar, Sénégal",""
"1737928391-496","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Coq choie & bramane","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-choie-et-bramane-3956033","Coq choie & bramane","50 000 CFA","Tambacounda, Sénégal",""
"1737928396-497","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-3956250","Poussins","30 000 CFA","Touba, Sénégal",""
"1737928402-498","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Pigeons Pan Indien","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-pan-indien-3958692","Pigeons Pan Indien","30 000 CFA","Mbao, Dakar, Sénégal",""
"1737928408-499","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","Poussin dinde chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-dinde-chair-3981127","Poussin dinde chair","3 000 CFA","Dakar, Sénégal",""
